Academic Year,RCDT,District Name,District City,% of Kindergartners Rated on Required 14 Measures,"In
2019,06016084502,Rhodes SD 84-5,River Grove,0.962963,0.307692,0.288462,0.269231,0.134615,0.634615,0.442308
2019,12080001026,Richland County CUSD 1,Olney,0.987805,0.358025,0.179012,0.222222,0.240741,0.598765,0.462963
2019,56099088A02,Richland GSD 88A,Crest Hill,0.59375,0.368421,0.236842,0.157895,0.236842,0.552632,0.447368
2019,07016122002,Ridgeland SD 122,Oak Lawn,0.824885,0.324022,0.134078,0.184358,0.357542,0.597765,0.530726
2019,17064019026,Ridgeview CUSD 19,Colfax,0.942857,0.212121,0.333333,0.212121,0.242424,0.727273,0.454545
2019,44063018004,Riley CCSD 18,Marengo,1,0.105263,0.0526316,0.421053,0.421053,0.894737,0.842105
2019,47098002026,River Bend CUSD 2,Fulton,1,0.270833,0.145833,0.125,0.458333,0.520833,0.6875
2019,06016090002,River Forest SD 90,River Forest,0.983051,0.146552,0.103448,0.163793,0.586207,0.698276,0.784483
2019,06016085502,River Grove SD 85-5,River Grove,0.662338,0.411765,0.176471,0.254902,0.156863,0.54902,0.45098
2019,08043210026,River Ridge CUSD 210,Hanover,0.928571,0.115385,0.346154,0.0769231,0.461538,0.884615,0.538462
2019,05016026002,River Trails SD 26,Mt Prospect,0.976331,0.436364,0.278788,0.206061,0.0787879,0.412121,0.345455
2019,49081100026,Riverdale CUSD 100,Port Byron,0.987013,0.0921053,0.144737,0.289474,0.473684,0.894737,0.736842
2019,06016096002,Riverside SD 96,Riverside,0.97546,0.119497,0.150943,0.169811,0.559748,0.761006,0.72956
2019,51084014026,Riverton CUSD 14,Riverton,0.912088,0.277108,0.204819,0.289157,0.228916,0.590361,0.554217
2019,53102002004,Riverview CCSD 2,East Peoria,1,0.454545,0.0909091,0.136364,0.318182,0.5,0.454545
2019,53102060026,Roanoke Benson CUSD 60,Roanoke,1,0.457143,0.0571429,0.142857,0.342857,0.514286,0.4
2019,53090085002,Robein SD 85,East Peoria,0.952381,0.25,0.25,0.05,0.45,0.75,0.5
2019,12017002026,Robinson CUSD 2,Robinson,0.990741,0.457944,0.0747664,0.140187,0.327103,0.504673,0.448598
2019,47071231004,Rochelle CCSD 231,Rochelle,0.965035,0.753623,0.108696,0.115942,0.0217391,0.210145,0.173913
2019,51084003A26,Rochester CUSD 3A,Rochester,0.982456,0.00892857,0,0.0357143,0.955357,0.991071,0.991071
2019,47098013002,Rock Falls ESD 13,Rock Falls,1,0.351648,0.241758,0.175824,0.230769,0.571429,0.417582
2019,49081041025,Rock Island SD 41,Rock Island,0.985075,0.4329,0.155844,0.188312,0.222944,0.515152,0.430736
2019,56099084002,Rockdale SD 84,Rockdale,0.772727,0.529412,0.0588235,0.117647,0.294118,0.411765,0.294118
2019,04101205025,Rockford SD 205,Rockford,0.737026,0.46107,0.157075,0.157075,0.22478,0.495599,0.392688
2019,49081300026,Rockridge CUSD 300,Taylor Ridge,0.909091,0.166667,0.216667,0.266667,0.35,0.766667,0.65
2019,04101140004,Rockton SD 140,Rockton,0.97973,0.317241,0.303448,0.296552,0.0827586,0.648276,0.324138
2019,13041002004,Rome CCSD 2,Dix,1,0.142857,0.2,0.0285714,0.628571,0.828571,0.657143
2019,34049072002,Rondout SD 72,Lake Forest,1,0.785714,0.142857,0,0.0714286,0.0714286,0.214286
2019,19022012002,Roselle SD 12,Roselle,0.974684,0.155844,0.116883,0.311688,0.415584,0.766234,0.714286
2019,06016078002,Rosemont ESD 78,Rosemont,1,0.0952381,0.190476,0.619048,0.0952381,0.904762,0.714286
2019,54092007026,Rossville-Alvin CUSD 7,Rossville,0.972222,0.542857,0.228571,0.114286,0.114286,0.4,0.257143
2019,34049116026,Round Lake CUSD 116,Round Lake,0.977528,0.445977,0.271264,0.121839,0.16092,0.524138,0.243678
2019,41057001026,Roxana CUSD 1,Roxana,1,0.0991736,0.115702,0.165289,0.619835,0.859504,0.743802
2019,13058111002,Salem SD 111,Salem,0.886957,0.186275,0.176471,0.0784314,0.558824,0.666667,0.676471
2019,19022048002,Salt Creek SD 48,Villa Park,0.977778,0.295455,0.136364,0.272727,0.295455,0.704545,0.568182
2019,54092512026,Salt Fork Community Unit District  512,Catlin,0.984375,0.396825,0.222222,0.126984,0.253968,0.412698,0.444444
2019,13058501026,Sandoval CUSD 501,Sandoval,0.972222,0.228571,0.0285714,0.228571,0.514286,0.657143,0.6
2019,07016172002,Sandridge SD 172,Lynwood,1,0.421053,0.263158,0.315789,0,0.473684,0.421053
2019,16019430026,Sandwich CUSD 430,Sandwich,0.951389,0.306569,0.0875912,0.167883,0.437956,0.649635,0.613139
2019,39055009026,Sangamon Valley CUSD 9,Niantic,0.97561,0.5,0.15,0.075,0.275,0.45,0.4
2019,24032060C04,Saratoga CCSD 60C,Morris,0.96,0.402778,0.180556,0.25,0.166667,0.458333,0.444444
2019,17053438004,Saunemin CCSD 438,Saunemin,1,0,0.2,0,0.8,1,0.8
2019,08043211026,Scales Mound CUSD 211,Scales Mound,1,0.0769231,0.230769,0.230769,0.461538,0.923077,0.615385
2019,05016054004,Schaumburg CCSD 54,Schaumburg,0.971805,0.377176,0.170213,0.199226,0.253385,0.553191,0.471954
2019,06016081002,Schiller Park SD 81,Schiller Park,0.983607,0.00833333,0.108333,0.35,0.533333,0.991667,0.866667
2019,26085005026,Schuyler-Industry CUSD 5,Rushville,1,0.423729,0.237288,0.288136,0.0508475,0.542373,0.372881
2019,19022045002,SD 45 DuPage County,Villa Park,0.943925,0.438944,0.135314,0.151815,0.273927,0.508251,0.39604
2019,31045046022,SD U-46,Elgin,0.943552,0.501039,0.176984,0.169921,0.152057,0.418779,0.313253
2019,13058010004,Selmaville CCSD 10,Salem,0.931034,0.444444,0.222222,0.185185,0.148148,0.481481,0.37037
2019,35050170004,Seneca CCSD 170,Seneca,0.959184,0.106383,0.148936,0.340426,0.404255,0.574468,0.829787
2019,35050002026,Serena CUSD 2,Serena,1,0.111111,0.155556,0.288889,0.444444,0.866667,0.733333
2019,21028196026,Sesser-Valier CUSD 196,Sesser,0.488889,0.363636,0,0.0909091,0.545455,0.636364,0.636364
2019,30091084026,Shawnee CUSD 84,Wolf Lake,0.954545,0.333333,0.333333,0.285714,0.047619,0.428571,0.52381
2019,11087004026,Shelbyville CUSD 4,Shelbyville,0.965217,0.432432,0.234234,0.333333,0,0.351351,0.54955
2019,49081200026,Sherrard CUSD 200,Sherrard,0.875,0.263736,0.296703,0.164835,0.274725,0.692308,0.43956
2019,11023001026,Shiloh CUSD 1,Hume,1,0.1,0.3,0.25,0.35,0.9,0.45
2019,50082085002,Shiloh Village SD 85,Shiloh,0.980392,0.18,0.12,0.14,0.56,0.72,0.7
2019,04101134004,Shirland CCSD 134,Shirland,1,0.727273,0.181818,0.0909091,0,0.181818,0.181818
2019,50082181002,Signal Hill SD 181,Belleville,1,0.15,0.25,0.25,0.35,0.8,0.6
2019,49081034002,Silvis SD 34,East Moline,0.830508,0.306122,0.285714,0.102041,0.306122,0.632653,0.428571
2019,05016068002,Skokie SD 68,Skokie,0.977654,0.451429,0.182857,0.12,0.245714,0.468571,0.382857
2019,05016069002,Skokie SD 69,Skokie,0.956098,0.173469,0.229592,0.188776,0.408163,0.719388,0.612245
2019,05016073502,Skokie SD 73-5,Skokie,1,0.326923,0.125,0.211538,0.336538,0.586538,0.528846
2019,50082130004,Smithton CCSD 130,Smithton,0.95,0.280702,0.105263,0.157895,0.45614,0.596491,0.684211
2019,16019432026,Somonauk CUSD 432,Somonauk,1,0.0862069,0.0689655,0.103448,0.741379,0.913793,0.844828
2019,13058401026,South Central CUD 401,Kinmundy,0.980392,0.2,0.08,0.06,0.66,0.76,0.76
2019,03011014024,South Fork SD 14,Kincaid,0.964286,0.37037,0.185185,0.333333,0.111111,0.592593,0.481481
2019,07016150002,South Holland SD 150,South Holland,1,0.347222,0.222222,0.222222,0.208333,0.555556,0.5
2019,07016151002,South Holland SD 151,South Holland,0.992806,0.427536,0.224638,0.181159,0.166667,0.5,0.413043
2019,53090137002,South Pekin SD 137,South Pekin,1,0.846154,0.0769231,0,0.0769231,0.0769231,0.153846
2019,24032074003,South Wilmington CCSD 74,South Wilmington,1.22,0.272727,0.181818,0.454545,0.0909091,0.636364,0.545455
2019,26034337026,Southeastern CUSD 337,Augusta,0.971429,0.0882353,0.264706,0.205882,0.441176,0.911765,0.617647
2019,40056009026,Southwestern CUSD 9,Brighton,0.963415,0.202532,0.35443,0.253165,0.189873,0.78481,0.405063
2019,45079140026,Sparta CUSD 140,Sparta,0.978947,0.322581,0.0752688,0.0860215,0.516129,0.634409,0.602151
2019,26029004026,Spoon River Valley CUSD 4,London Mills,0.95,0.210526,0.105263,0.368421,0.315789,0.684211,0.736842
2019,13041178004,Spring Garden Community Consolidated School District 178,Mount Vernon,0.961538,0.04,0.28,0.28,0.4,0.88,0.72
2019,28006099004,Spring Valley CCSD 99,Spring Valley,0.931507,0.264706,0.205882,0.220588,0.308824,0.720588,0.529412
2019,51084186025,Springfield SD 186,Springfield,0.833502,0.400726,0.144068,0.285714,0.169492,0.524213,0.508475
2019,32046256004,St Anne CCSD 256,Saint Anne,0.966667,0.448276,0.137931,0.137931,0.275862,0.517241,0.448276
2019,31045303026,St Charles CUSD 303,Saint Charles,0.968514,0.278283,0.204161,0.205462,0.312094,0.637191,0.526658
2019,03026202026,St Elmo CUSD 202,Saint Elmo,1,0.242424,0.151515,0.0909091,0.515152,0.69697,0.575758
2019,32046258004,St George CCSD 258,Bourbonnais,1,0.545455,0.159091,0.136364,0.159091,0.431818,0.272727
2019,09010169004,St Joseph CCSD 169,Saint Joseph,0.960526,0.123288,0.123288,0.232877,0.520548,0.753425,0.849315
2019,13014141502,St Rose SD 14-15,ST. ROSE,1,0.590909,0.0454545,0.363636,0,0.363636,0.409091
2019,28088100026,Stark County CUSD 100,Wyoming,1,0.0408163,0.0612245,0.163265,0.734694,0.938776,0.897959
2019,40056006026,Staunton CUSD 6,Staunton,0.968085,0.241758,0.0989011,0.285714,0.373626,0.648352,0.692308
2019,45079138026,Steeleville CUSD 138,Steeleville,0.965517,0.178571,0.142857,0.0357143,0.642857,0.821429,0.678571
2019,07016194002,Steger SD 194,Steger,0.741497,0.348624,0.12844,0.174312,0.348624,0.59633,0.504587
2019,47098005026,Sterling CUSD 5,Sterling,0.913462,0.105263,0.189474,0.4,0.305263,0.884211,0.689474
2019,11087005A26,Stewardson-Strasburg CUD 5A,Strasburg,1,0.0714286,0.107143,0.0357143,0.785714,0.928571,0.785714
2019,08043206026,Stockton CUSD 206,Stockton,0.972222,0.0571429,0.0285714,0.2,0.714286,0.942857,0.914286
2019,35050044002,Streator ESD 44,Streator,0.921687,0.379085,0.222222,0.169935,0.228758,0.542484,0.457516
2019,11070300026,Sullivan CUSD 300,Sullivan,0.975,0.602564,0.166667,0.141026,0.0897436,0.384615,0.230769
2019,13041079002,Summersville SD 79,Mount Vernon,1,0.757576,0.0909091,0.151515,0,0.242424,0.151515
2019,56099161002,Summit Hill SD 161,Frankfort,0.97541,0.285714,0.184874,0.193277,0.336134,0.663866,0.563025
2019,07016104002,Summit SD 104,Summit,0.969512,0.610063,0.163522,0.0691824,0.157233,0.339623,0.226415
2019,07016171002,Sunnybrook SD 171,Lansing,0.89011,0.790123,0.0493827,0.0246914,0.135802,0.209877,0.160494
2019,05016029002,Sunset Ridge SD 29,Northfield,0.980769,0.45098,0.0980392,0.156863,0.294118,0.45098,0.490196
2019,16019427026,Sycamore CUSD 427,Sycamore,0.996063,0.347826,0.166008,0.237154,0.249012,0.596838,0.450593
2019,56099090002,Taft SD 90,Lockport,0.967742,0.0333333,0.233333,0.233333,0.5,0.9,0.566667
2019,03011003026,Taylorville CUSD 3,Taylorville,0.968992,0.376,0.232,0.192,0.2,0.496,0.408
2019,03025050026,Teutopolis CUSD 50,Teutopolis,1,0.134146,0.231707,0.292683,0.341463,0.841463,0.646341
2019,09010130004,Thomasboro CCSD 130,Thomasboro,1,0.133333,0.266667,0,0.6,0.866667,0.6
2019,21028174026,Thompsonville CUSD 174,Thompsonville,1,0.35,0.05,0.5,0.1,0.6,0.6
2019,07016154002,Thornton SD 154,Thornton,1,0.173913,0.0869565,0.0869565,0.652174,0.782609,0.695652
2019,09010007026,Tolono CUSD 7,Tolono,0.980198,0.252525,0.131313,0.232323,0.383838,0.717172,0.616162
2019,35050079004,Tonica CCSD 79,Tonica,0.909091,0,0.1,0,0.9,0.9,0.9
2019,53090702026,Tremont CUSD 702,Tremont,0.954545,0.587302,0.174603,0.047619,0.190476,0.333333,0.238095
2019,51084001026,Tri City CUSD 1,Buffalo,1,0.612903,0.16129,0.16129,0.0645161,0.193548,0.387097
2019,17053006J26,Tri Point CUSD 6-J,Kempton,1,0.304348,0.347826,0.347826,0,0.565217,0.478261
2019,17064003026,Tri Valley CUSD 3,Downs,0.985294,0.149254,0.104478,0.19403,0.552239,0.80597,0.716418
2019,41057002026,Triad CUSD 2,Troy,0.99,0.10101,0.0774411,0.127946,0.693603,0.851852,0.804714
2019,30039176026,Trico CUSD 176,Campbell Hill,0.953846,0.322581,0.129032,0.145161,0.403226,0.612903,0.548387
2019,01069027026,Triopia CUSD 27,Concord,1,0,0,0,1,1,1
2019,56099030C04,Troy CCSD 30C,Plainfield,0.966581,0.319149,0.154255,0.231383,0.295213,0.587766,0.539894
2019,11021301026,Tuscola CUSD 301,Tuscola,0.887097,0.2,0.0727273,0.218182,0.509091,0.781818,0.672727
2019,06016086002,Union Ridge SD 86,Harwood Heights,0.967742,0.15,0.133333,0.25,0.466667,0.816667,0.666667
2019,56099081002,Union SD 81,Joliet,1,0.0833333,0.0833333,0.0833333,0.75,0.916667,0.833333
2019,33094304026,United CUSD 304,Monmouth,0.933333,0.196429,0.0892857,0.0892857,0.625,0.714286,0.714286
2019,30039140004,Unity Point CCSD 140,Carbondale,0.857143,0.166667,0.0238095,0.142857,0.666667,0.833333,0.809524
2019,09010116022,Urbana SD 116,Urbana,0.875362,0.347682,0.188742,0.155629,0.307947,0.609272,0.453642
2019,26029002026,V I T CUSD 2,Table Grove,1,0.423077,0.0384615,0.192308,0.346154,0.576923,0.538462
2019,56099365U26,Valley View CUSD 365U,Romeoville,0.980218,0.598385,0.223007,0.120081,0.0585267,0.311806,0.233098
2019,45067003026,Valmeyer CUSD 3,Valmeyer,1,0.266667,0.133333,0.2,0.4,0.633333,0.633333
2019,03026203026,Vandalia CUSD 203,Vandalia,0.982609,0.336283,0.123894,0.176991,0.362832,0.610619,0.584071
2019,21044055002,Vienna SD 55,Vienna,0.941176,0.03125,0.21875,0.125,0.625,0.84375,0.71875
2019,11021302026,Villa Grove CUSD 302,Villa Grove,1,0.5,0.0714286,0.404762,0.0238095,0.452381,0.47619
2019,01009064026,Virginia CUSD 64,Virginia,0.972973,0,0.0555556,0.361111,0.583333,1,0.944444
2019,07016147002,W Harvey-Dixmoor PSD 147,Harvey,0.882353,0.2,0.293333,0.186667,0.32,0.773333,0.506667
2019,20093348026,Wabash CUSD 348,Mount Carmel,0.971429,0.382353,0.215686,0.147059,0.254902,0.441176,0.362745
2019,35050195004,Wallace CCSD 195,Ottawa,1,0.189189,0.297297,0.216216,0.297297,0.810811,0.513514
2019,35050185004,Waltham CCSD 185,Utica,1,0.1,0.1,0.15,0.65,0.9,0.8
2019,13041001026,Waltonville CUSD 1,Waltonville,1,0.6,0.1,0,0.3,0.333333,0.333333
2019,08043205026,Warren CUSD 205,Warren,1,0.354839,0.225806,0.0967742,0.322581,0.322581,0.451613
2019,39055011026,Warrensburg-Latham CUSD 11,Warrensburg,1,0.26087,0.217391,0.108696,0.413043,0.73913,0.521739
2019,26034316026,Warsaw CUSD 316,Warsaw,1,0.242424,0.151515,0.030303,0.575758,0.727273,0.606061
2019,53090052002,Washington SD 52,Washington,0.989583,0.284211,0.115789,0.231579,0.368421,0.610526,0.547368
2019,45067005026,Waterloo CUSD 5,Waterloo,0.982456,0,0,0,1,1,1
2019,34049118026,Wauconda CUSD 118,Wauconda,0.929889,0.325397,0.436508,0.154762,0.0833333,0.257937,0.555556
2019,34049060026,Waukegan CUSD 60,Waukegan,0.954453,0.52386,0.207847,0.111347,0.156946,0.419936,0.272534
2019,01069006026,Waverly CUSD 6,Waverly,0.954545,0.285714,0.142857,0.142857,0.428571,0.714286,0.52381
2019,20096100026,Wayne City CUSD 100,Wayne City,0.97561,0.35,0.05,0.075,0.525,0.575,0.65
2019,13014003026,Wesclin CUSD 3,Trenton,0.97479,0.267241,0.181034,0.12931,0.422414,0.62931,0.491379
2019,08008314026,West Carroll CUSD 314,Mount Carroll,0.926471,0.269841,0.253968,0.253968,0.222222,0.698413,0.492063
2019,33036235026,West Central CUSD 235,Biggsville,0.964912,0.254545,0.0545455,0.145455,0.545455,0.690909,0.690909
2019,19022033002,West Chicago ESD 33,West Chicago,0.979651,0.210682,0.240356,0.243323,0.305638,0.777448,0.52819
2019,17054092004,West Lincoln-Broadwell ESD 92,Lincoln,1,0.117647,0.176471,0.0588235,0.647059,0.705882,0.764706
2019,05016031002,West Northfield SD 31,Northbrook,1,0.234568,0.222222,0.209877,0.333333,0.641975,0.481481
2019,26062103026,West Prairie CUSD 103,Colchester,0.837209,0.222222,0.0833333,0.138889,0.555556,0.694444,0.694444
2019,13095010026,West Washington Co CUD 10,Okawville,0.95,0.815789,0.105263,0.0789474,0,0.105263,0.157895
2019,06016092502,Westchester SD 92-5,Westchester,0.966387,0.617391,0.121739,0.121739,0.13913,0.26087,0.295652
2019,01075012026,Western CUSD 12,Barry,0.969697,0.1875,0.15625,0.0625,0.59375,0.78125,0.6875
2019,54092002026,Westville CUSD 2,Westville,0.957746,0.397059,0.102941,0.220588,0.279412,0.588235,0.485294
2019,28037230026,Wethersfield CUSD 230,Kewanee,0.975,0.307692,0.128205,0.025641,0.538462,0.692308,0.564103
2019,05016021004,Wheeling CCSD 21,Wheeling,0.929947,0.340866,0.184557,0.158192,0.316384,0.621469,0.450094
2019,50082115002,Whiteside SD 115,Belleville,0.972727,0.261682,0.168224,0.196262,0.373832,0.728972,0.53271
2019,56099092002,Will County SD 92,Lockport,0.993671,0.611465,0.254777,0.127389,0.00636943,0.242038,0.0254777
2019,33048210026,Williamsfield CUSD 210,Williamsfield,1,0.294118,0.117647,0.117647,0.470588,0.705882,0.529412
2019,51084015026,Williamsville CUSD 15,Williamsville,0.971154,0.138614,0.148515,0.19802,0.514851,0.762376,0.732673
2019,13014046002,Willow Grove SD 46,Centralia,0.95,0.315789,0.315789,0.263158,0.105263,0.631579,0.421053
2019,07016108002,Willow Springs SD 108,Willow Springs,1,0.309524,0.214286,0.214286,0.261905,0.595238,0.52381
2019,05016039002,Wilmette SD 39,Wilmette,0.989286,0.433213,0.162455,0.140794,0.263538,0.382671,0.458484
2019,56099209U26,Wilmington CUSD 209U,Wilmington,1,0.174419,0.104651,0.186047,0.534884,0.790698,0.744186
2019,01086001026,Winchester CUSD 1,Winchester,1,0.297297,0.243243,0.135135,0.324324,0.675676,0.378378
2019,11087001026,Windsor CUSD 1,Windsor,1,0.24,0.2,0.24,0.32,0.64,0.56
2019,19022034002,Winfield SD 34,Winfield,0.977273,0.0697674,0.0930233,0.186047,0.651163,0.883721,0.837209
2019,04101323026,Winnebago CUSD 323,Winnebago,0.988095,0.144578,0.0722892,0.228916,0.554217,0.771084,0.771084
2019,05016036002,Winnetka SD 36,Winnetka,0.993548,0.0909091,0.123377,0.253247,0.532468,0.87013,0.792208
2019,34049001002,Winthrop Harbor SD 1,Winthrop Harbor,0.966102,0.508772,0.175439,0.192982,0.122807,0.421053,0.350877
2019,50082113002,Wolf Branch SD 113,Swansea,0.964286,0.425926,0.185185,0.277778,0.111111,0.37037,0.537037
2019,19022007002,Wood Dale SD 7,Wood Dale,0.990196,0.673267,0.267327,0.039604,0.019802,0.277228,0.0990099
2019,41057015003,Wood River-Hartford ESD 15,Wood River,0.923077,0.233333,0.283333,0.233333,0.25,0.616667,0.533333
2019,34049050004,Woodland CCSD 50,Gurnee,0.961014,0.409736,0.308316,0.212982,0.0689655,0.488844,0.334686
2019,17053005026,Woodland CUSD 5,Streator,0.944444,0.235294,0.294118,0.235294,0.235294,0.764706,0.470588
2019,13041209027,Woodlawn Unit School District 209,Woodlawn,0.97561,0.3,0.05,0.175,0.475,0.675,0.675
2019,19022068002,Woodridge SD 68,Woodridge,0.711744,0.28,0.18,0.245,0.295,0.645,0.575
2019,44063200026,Woodstock CUSD 200,Woodstock,0.961814,0.253102,0.263027,0.225806,0.258065,0.692308,0.498759
2019,07016127002,Worth SD 127,Worth,0.98,0.438776,0.122449,0.0612245,0.377551,0.530612,0.428571
2019,24047115026,Yorkville CUSD 115,Yorkville,0.984416,0.453826,0.25066,0.126649,0.168865,0.496042,0.298153
2019,21028188026,Zeigler-Royalton CUSD 188,Zeigler,0.956522,0.25,0.159091,0.113636,0.477273,0.568182,0.590909
2019,34049006002,Zion ESD 6,Zion,0.8125,0.532544,0.147929,0.106509,0.213018,0.408284,0.313609
